Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sales,Sub-Category,Quantity,Discount,Profit
Standard Class,Corporate,United States,Pasadena,Texas,77506,Central,Office Supplies,1.624,Appliances,2,0.8,-4.466
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,3059.982,Machines,3,0.4,-509.997
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,2519.958,Machines,7,0.4,-251.9958
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,328.224,Phones,4,0.2,28.7196
Standard Class,Consumer,United States,Brentwood,California,94513,West,Technology,79.9,Accessories,2,0,35.156
Standard Class,Corporate,United States,Chapel Hill,North Carolina,27514,South,Office Supplies,14.016,Art,3,0.2,4.7304
Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,7.56,Fasteners,6,0,0.3024
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,37.208,Storage,1,0.2,-7.4416
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,57.576,Envelopes,3,0.2,21.591
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,725.84,Storage,4,0,210.4936
First Class,Consumer,United States,San Francisco,California,94109,West,Technology,209.93,Accessories,7,0,92.3692
First Class,Consumer,United States,San Francisco,California,94109,West,Furniture,5.28,Furnishings,3,0,2.3232
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,10.92,Binders,3,0.2,4.095
First Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,8.82,Paper,2,0,4.0572
First Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,5.98,Art,1,0,1.5548
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,11.648,Paper,2,0.2,4.0768
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,18.176,Paper,4,0.2,5.9072
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,59.712,Storage,6,0.2,5.9712
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,24.84,Labels,3,0.2,8.694
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,2.08,Binders,5,0.8,-3.432
Second Class,Consumer,United States,Houston,Texas,77070,Central,Technology,1114.4,Phones,7,0.2,376.11
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,1038.84,Tables,5,0.2,51.942
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,141.76,Paper,5,0.2,47.844
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Technology,239.8,Accessories,5,0.2,47.96
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,31.104,Paper,6,0.2,10.8864
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,254.058,Binders,7,0.7,-169.372
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,194.528,Appliances,2,0.2,24.316
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,961.48,Supplies,5,0.2,-204.3145
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,19.096,Fasteners,7,0.2,6.6836
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,18.496,Labels,8,0.2,6.2424
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Technology,255.984,Accessories,2,0.2,54.3966
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,86.97,Bookcases,3,0.5,-48.7032
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,300.416,Furnishings,8,0.2,78.8592
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,230.352,Chairs,3,0.2,20.1558
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,218.352,Furnishings,3,0.2,-24.5646
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,78.6,Binders,5,0.7,-62.88
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,27.552,Fasteners,3,0.2,9.2988
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,32.4,Paper,5,0,15.552
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,1082.48,Storage,8,0,10.8248
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,56.91,Paper,3,0,27.3168
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Furniture,77.6,Furnishings,4,0,38.024
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,14.28,Binders,1,0,6.5688
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,219.075,Tables,3,0.5,-131.445
Second Class,Corporate,United States,New York City,New York,10024,East,Furniture,26.8,Furnishings,2,0,12.864
Standard Class,Corporate,United States,Taylor,Michigan,48180,Central,Office Supplies,9.84,Art,3,0,2.8536
Standard Class,Home Office,United States,Lakewood,New Jersey,8701,East,Office Supplies,45.48,Binders,3,0,20.9208
Standard Class,Home Office,United States,Lakewood,New Jersey,8701,East,Office Supplies,289.2,Art,6,0,83.868
First Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,4.89,Art,1,0,2.0049
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,15.136,Furnishings,4,0.2,3.5948
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,466.768,Chairs,2,0.2,52.5114
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,15.232,Furnishings,1,0.2,1.7136
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Office Supplies,6.264,Labels,3,0.2,2.0358
Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Furniture,87.54,Furnishings,3,0,37.6422
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Technology,178.384,Phones,2,0.2,22.298
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Office Supplies,15.552,Paper,3,0.2,5.4432
First Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,99.136,Art,4,0.2,8.6744
Standard Class,Home Office,United States,New York City,New York,10024,East,Furniture,135.882,Chairs,1,0.1,24.1568
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,3991.98,Machines,2,0,1995.99
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,275.94,Phones,6,0,80.0226
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,360,Accessories,4,0,129.6
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,43.57,Storage,1,0,13.071
Standard Class,Corporate,United States,Long Beach,California,90805,West,Office Supplies,7.16,Fasteners,2,0,3.58
Standard Class,Corporate,United States,Hesperia,California,92345,West,Office Supplies,251.52,Binders,6,0.2,81.744
Standard Class,Corporate,United States,Hesperia,California,92345,West,Technology,99.99,Accessories,1,0,34.9965
Second Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Furniture,15.992,Furnishings,1,0.2,0.9995
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,290.898,Phones,3,0.4,-67.8762
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,54.224,Storage,2,0.2,3.389
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,786.744,Chairs,4,0.3,-258.5016
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,100.24,Labels,10,0.2,33.831
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,37.764,Binders,6,0.7,-27.6936
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,82.8,Phones,2,0.4,-20.7
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,20.724,Binders,2,0.7,-13.816
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,4.896,Binders,3,0.7,-3.4272
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,4.752,Binders,1,0.2,1.6038
Second Class,Consumer,United States,Los Angeles,California,90045,West,Technology,959.984,Copiers,2,0.2,335.9944
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,14.368,Binders,4,0.2,4.49
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,7.712,Binders,2,0.2,2.7956
Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,698.352,Tables,3,0.2,-17.4588
Second Class,Consumer,United States,Layton,Utah,84041,West,Office Supplies,4.96,Fasteners,4,0,2.3312
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,17.856,Art,4,0.2,1.116
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,509.97,Binders,10,0.7,-407.976
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,30.992,Fasteners,13,0.2,10.0724
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,71.928,Phones,12,0.4,8.3916
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,88.8,Storage,4,0.2,-2.22
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,47.976,Phones,3,0.2,4.7976
Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,7.56,Art,3,0,3.0996
Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,24.56,Paper,2,0,11.5432
Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,12.96,Art,2,0,4.1472
First Class,Home Office,United States,New York City,New York,10009,East,Technology,6.79,Accessories,1,0,2.3086
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,24.56,Paper,2,0,11.5432
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,3.048,Binders,1,0.2,1.0668
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,49.12,Paper,4,0,23.0864
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,4355.168,Binders,4,0.2,1415.4296
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,388.704,Bookcases,6,0.2,-4.8588
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,8.26,Envelopes,2,0,3.7996
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,17.04,Art,4,0,6.9864
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,34.4,Paper,5,0,15.824
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,36.24,Paper,5,0.2,11.325
First Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,647.84,Appliances,8,0,168.4384
First Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,20.7,Labels,2,0,9.936
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,20.7,Labels,2,0,9.936
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,488.646,Chairs,3,0.1,86.8704
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,5.56,Art,2,0,1.4456
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,47.12,Furnishings,8,0,20.7328
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,211.96,Storage,4,0,8.4784
Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Office Supplies,23.2,Binders,4,0,10.44
Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Office Supplies,7.36,Supplies,2,0,0.1472
Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Office Supplies,104.79,Storage,7,0,29.3412
Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Furniture,1043.92,Bookcases,4,0,271.4192
Standard Class,Consumer,United States,Harlingen,Texas,78550,Central,Office Supplies,25.92,Paper,5,0.2,9.396
Standard Class,Consumer,United States,Harlingen,Texas,78550,Central,Office Supplies,53.424,Storage,3,0.2,4.6746
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,8.16,Binders,5,0.7,-5.712
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,1023.936,Accessories,8,0.2,179.1888
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,9.24,Art,1,0.2,0.924
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,479.04,Accessories,10,0.2,-29.94
First Class,Corporate,United States,Quincy,Illinois,62301,Central,Office Supplies,99.136,Paper,4,0.2,30.98
Standard Class,Corporate,United States,Franklin,Massachusetts,2038,East,Furniture,1488.424,Tables,7,0.3,-297.6848
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,8.652,Appliances,3,0.8,-20.3322
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,23.832,Storage,3,0.2,2.6811
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,12.176,Binders,4,0.8,-18.8728
First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,50.96,Paper,7,0,25.48
First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,49.536,Binders,3,0.2,17.3376
Second Class,Corporate,United States,Taylor,Michigan,48180,Central,Technology,41.9,Accessories,2,0,8.799
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Furniture,375.4575,Tables,3,0.45,-157.0095
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Technology,83.976,Accessories,3,0.2,-1.0497
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,482.34,Machines,4,0.7,-337.638
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,2.96,Furnishings,1,0.2,0.777
First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,2.624,Art,1,0.2,0.4264
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,23.36,Binders,4,0.2,7.884
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,39.98,Accessories,2,0,13.5932
Second Class,Consumer,United States,Des Moines,Washington,98198,West,Technology,246.384,Phones,2,0.2,27.7182
Second Class,Consumer,United States,Des Moines,Washington,98198,West,Technology,1799.97,Copiers,3,0,701.9883
Second Class,Corporate,United States,Peoria,Illinois,61604,Central,Office Supplies,12.462,Binders,3,0.8,-20.5623
Standard Class,Home Office,United States,Las Vegas,Nevada,89115,West,Office Supplies,75.792,Binders,3,0.2,25.5798
Second Class,Corporate,United States,Warwick,Rhode Island,2886,East,Office Supplies,49.96,Storage,2,0,9.4924
Second Class,Corporate,United States,Warwick,Rhode Island,2886,East,Office Supplies,12.96,Paper,2,0,6.2208
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,70.12,Supplies,4,0,21.036
Second Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,35.952,Storage,3,0.2,3.5952
Second Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,2396.2656,Bookcases,4,0.32,-317.1528
Second Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,131.136,Storage,4,0.2,-32.784
Second Class,Consumer,United States,Houston,Texas,77036,Central,Technology,57.584,Accessories,2,0.2,0.7198
First Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,9.568,Paper,2,0.2,3.4684
